CustomerID,Recency,Frequency,Monetary,Recency_log,Monetary_log,R_Score,F_Score,M_Score,RFM_Score
12455,74,6,2466.86,4.31748811353631,7.81110665732229,2,4,4,244
12456,45,3,3181.04,3.828641396489095,8.065277779528966,3,3,5,335
12457,67,7,2363.23,4.219507705176107,7.768207666517555,2,4,4,244
12458,72,2,947.4,4.290459441148391,6.854776354191251,2,2,3,223
12461,95,2,826.88,4.564348191467836,6.718868216346018,1,2,3,123
12462,19,2,1189.59,2.995732273553991,7.082204261557526,4,2,3,423
12463,54,4,1344.78,4.007333185232471,7.204729049594601,2,4,4,244
12464,11,8,1212.05,2.4849066497880004,7.100893128209941,4,5,3,453
12465,18,2,742.1899999999999,2.9444389791664403,6.610951732080795,4,2,3,423
12468,188,2,729.5400000000001,5.241747015059643,6.593783986707386,1,2,3,123
12473,30,5,3928.0499999999997,3.4339872044851463,8.276152945361936,3,4,5,345
12475,54,1,723.38,4.007333185232471,6.585316116572351,2,1,3,213
12478,4,1,680.99,1.6094379124341003,6.525014994979364,5,1,2,512
12479,12,1,527.2,2.5649493574615367,6.269474999863032,4,1,2,412
12480,29,4,3281.63,3.4011973816621555,8.096400209353131,3,4,5,345
12481,23,10,5579.82,3.1780538303479458,8.62709099798378,4,5,5,455
12483,18,8,2484.98,2.9444389791664403,7.818422226986002,4,5,4,454
12484,33,6,4527.32,3.5263605246161616,8.418106288764006,3,4,5,345
12488,10,3,1298.66,2.3978952727983707,7.169857970780942,4,3,4,434
12490,6,10,5417.93,1.9459101490553132,8.597653657970227,5,5,5,555
12491,39,1,460.40000000000003,3.6888794541139363,6.134265345739653,3,1,2,312
12492,64,2,263.21000000000004,4.174387269895637,5.5767442414854775,2,2,1,221
12493,166,2,433.74,5.117993812416755,6.0747481512447195,1,2,2,122
12494,16,7,1246.1000000000001,2.833213344056216,7.128576134926702,4,4,3,443
12497,82,1,1043.1,4.418840607796598,6.950910549296065,2,1,3,213
12498,22,3,403.70000000000005,3.1354942159291497,6.00314605188182,4,3,2,432
12500,24,11,4257.82,3.2188758248682006,8.356747405587967,3,5,5,355
12502,96,5,3723.87,4.574710978503383,8.222787230875806,1,4,5,145
12504,19,2,482.04999999999995,2.995732273553991,6.180120167963518,4,2,2,422
12507,135,3,1304.81,4.912654885736052,7.174578816863813,1,3,4,134
12508,27,2,397.88,3.332204510175204,5.988660619775247,3,2,2,322
12509,285,1,176.5,5.655991810819852,5.178970608915471,1,1,1,111
12510,143,2,982.5699999999999,4.969813299576001,6.8911888096735625,1,2,3,123
12512,67,2,132.18,4.219507705176107,4.891701596682476,2,2,1,221
12513,113,1,612.29,4.736198448394496,6.418837907265026,1,1,2,112
12514,268,1,1017.68,5.594711379601839,6.926262950537876,1,1,3,113
12516,78,2,1312.06,4.3694478524670215,7.180115570136106,2,2,4,224
12517,29,5,2481.6,3.4011973816621555,7.817061677081847,3,4,4,344
12518,1,5,2056.89,0.6931471805599453,7.629436465014086,5,4,4,544
12519,64,1,330.84,4.174387269895637,5.804652925041163,2,1,1,211
12520,80,5,2634.26,4.394449154672439,7.876737127834484,2,4,4,244
12521,143,1,599.68,4.969813299576001,6.39806234681208,1,1,2,112
12522,40,2,192.72,3.713572066704308,5.266413817535028,3,2,1,321
12523,20,11,1789.77,3.044522437723423,7.490400973937009,4,5,4,454
12524,10,8,4485.72,2.3978952727983707,8.408877201532766,4,5,5,455
12526,1,3,1316.66,0.6931471805599453,7.183612715167257,5,3,4,534
12527,82,3,348.71000000000004,4.418840607796598,5.857104239599851,2,3,1,231
12528,10,6,1933.48,2.3978952727983707,7.567593835498341,4,4,4,444
12530,60,4,1662.28,4.110873864173311,7.416546835435133,2,4,4,244
12531,15,1,125.22,2.772588722239781,4.838026416156094,4,1,1,411
12532,31,1,349.83000000000004,3.4657359027997265,5.860301775655642,3,1,1,311
12534,131,1,1089.18,4.882801922586371,6.9940980992041535,1,1,3,113
12535,92,2,716.35,4.532599493153256,6.575563866544399,2,2,3,223
12538,30,1,363.95,3.4339872044851463,5.899760357897641,3,1,1,311
12539,23,4,5568.35,3.1780538303479458,8.625033629522884,4,4,5,445
12541,30,3,981.18,3.4339872044851463,6.889774590946187,3,3,3,333
12544,37,1,372.7,3.6375861597263857,5.923453336491439,3,1,1,311
12545,76,2,1000.39,4.343805421853684,6.9091443138264115,2,2,3,223
12546,47,2,1161.5,3.871201010907891,7.058328137461511,3,2,3,323
12547,198,2,207.79999999999998,5.293304824724492,5.341376856008484,1,2,1,121
12550,80,1,964.83,4.394449154672439,6.872987835288763,2,1,3,213
12552,39,2,437.82,3.6888794541139363,6.084089306213804,3,2,2,322
12553,9,10,3692.28,2.302585092994046,8.214270231095687,4,5,5,455
12556,51,2,599.56,3.9512437185814275,6.397862553264747,2,2,2,222
12558,8,1,269.96,2.1972245773362196,5.601971208509516,5,1,1,511
12559,311,2,561.71,5.7430031878094825,6.33276439774036,1,2,2,122
12560,6,3,2134.01,1.9459101490553132,7.666226609492505,5,3,4,534
12561,303,1,238.85,5.717027701406222,5.480013727948073,1,1,1,111
12562,9,7,3781.7400000000002,2.302585092994046,8.23820389374878,4,4,5,445
12564,262,1,456.9,5.572154032177765,6.12665081966305,1,1,2,112
12565,289,1,145.92,5.66988092298052,4.989888220951467,1,1,1,111
12566,87,1,351.65,4.477336814478207,5.865476063654188,2,1,1,211
12571,40,2,519.61,3.713572066704308,6.255001200981438,3,2,2,322
12572,9,2,1020.42,2.302585092994046,6.928949094989139,4,2,3,423
12573,228,1,160.54000000000002,5.43372200355424,5.08475279001415,1,1,1,111
12576,36,5,1315.83,3.6109179126442243,7.182982612166326,3,4,4,344
12577,36,3,626.6,3.6109179126442243,6.441903020858877,3,3,2,332
12578,22,2,2794.51,3.1354942159291497,7.935769837637909,4,2,5,425
12579,79,1,440.42,4.382026634673881,6.0899968031722285,2,1,2,212
12580,247,1,415.7,5.5134287461649825,6.032366538428407,1,1,2,112
12581,40,1,197.71,3.713572066704308,5.291846475417725,3,1,1,311
12582,239,2,511.36,5.480638923341991,6.239027502962935,1,2,2,122
12584,4,9,2338.15,1.6094379124341003,7.757542894498013,5,5,4,554
12585,235,2,2040.1,5.4638318050256105,7.621244157199997,1,2,4,124
12586,18,1,196.94000000000003,2.9444389791664403,5.2879639544685455,4,1,1,411
12587,8,1,144.0,2.1972245773362196,4.976733742420574,5,1,1,511
12588,40,1,214.89999999999998,3.713572066704308,5.3748153375207615,3,1,1,311
12589,29,2,646.68,3.4011973816621555,6.473396747218991,3,2,2,322
12592,93,2,437.6,4.543294782270004,6.083587835983788,2,2,2,222
12593,109,3,418.09999999999997,4.700480365792417,6.038109554931026,1,3,2,132
12594,38,10,3338.2200000000003,3.6635616461296463,8.113492525763553,3,5,5,355
12596,52,2,618.27,3.970291913552122,6.428541364981557,2,2,2,222
12597,20,4,3811.22,3.044522437723423,8.245966975595675,4,4,5,445
12598,10,8,3023.08,2.3978952727983707,8.01436219197595,4,5,5,455
12599,30,7,1032.58,3.4339872044851463,6.940783782995926,3,4,3,343
12600,29,10,2599.04,3.4011973816621555,7.863282108506616,3,5,4,354
12601,190,5,577.0600000000001,5.25227342804663,6.359677669513258,1,4,2,142
12602,59,1,153.12,4.0943445622221,5.037731519757957,2,1,1,211
12603,22,1,739.1999999999999,3.1354942159291497,6.606920419952056,4,1,3,413
12604,80,2,254.18,4.394449154672439,5.541969178493598,2,2,1,221
12607,61,1,1579.51,4.127134385045092,7.3655028587473295,2,1,4,214
12609,79,3,1126.85,4.382026634673881,7.0280684444921455,2,3,3,233
12610,23,5,2099.54,3.1780538303479458,7.6499497335130995,4,4,4,444
12611,53,1,1193.32,3.9889840465642745,7.085332264745334,2,1,3,213
12612,75,1,704.0400000000001,4.330733340286331,6.558254538791405,2,1,3,213
12613,58,5,3344.38,4.07753744390572,8.115335568501695,2,4,5,245
12614,278,1,315.6,5.631211781821365,5.757639147446912,1,1,1,111
12615,3,4,2291.19,1.3862943611198906,7.73726297143202,5,4,4,544
12616,96,2,713.3,4.574710978503383,6.571303042160927,1,2,3,123
12617,30,1,352.98,3.4339872044851463,5.869240414362608,3,1,1,311
12618,22,1,177.31,3.1354942159291497,5.183523608545955,4,1,1,411
12619,17,9,3641.24,2.8903717578961645,8.200354155974704,4,5,5,455
12620,15,3,1339.41,2.772588722239781,7.20073081629489,4,3,4,434
12622,233,1,180.1,5.455321115357702,5.199049364889368,1,1,1,111
12623,277,1,305.1,5.627621113690637,5.723911845951367,1,1,1,111
12624,107,2,641.13,4.68213122712422,6.464790775403018,1,2,2,122
12625,212,2,2683.82,5.3612921657094255,7.895368965589599,1,2,5,125
12627,11,7,4478.53,2.4849066497880004,8.407273409191232,4,4,5,445
12628,5,3,786.46,1.791759469228055,6.668812575758953,5,3,3,533
12630,10,2,1270.88,2.3978952727983707,7.1482513998271635,4,2,4,424
12631,58,1,640.5,4.07753744390572,6.463809184055691,2,1,2,212
12633,59,4,2163.98,4.0943445622221,7.6801664025186325,2,4,4,244
12635,90,2,1689.18,4.51085950651685,7.432590311121191,2,2,4,224
12638,34,1,671.69,3.5553480614894135,6.511284599453549,3,1,2,312
12639,239,1,486.1,5.480638923341991,6.188469440812497,1,1,2,112
12640,24,3,1174.58,3.2188758248682006,7.06951692181073,3,3,3,333
12641,116,1,185.9,4.762173934797756,5.230573714461517,1,1,1,111
12642,26,3,1013.26,3.295836866004329,6.9219145615400475,3,3,3,333
12643,129,6,3344.64,4.867534450455582,8.11541328460481,1,4,5,145
12644,130,1,477.91,4.875197323201151,6.171512688316606,1,1,2,112
12645,34,4,1775.18,3.5553480614894135,7.482220269767765,3,4,4,344
12646,5,2,1346.97,1.791759469228055,7.206355036031724,5,2,4,524
12647,23,12,3722.82,3.1780538303479458,8.222505302105255,4,5,5,455
12648,155,1,318.05,5.049856007249537,5.765347830314356,1,1,1,111
12649,108,3,623.51,4.6913478822291435,6.4369673422476765,1,3,2,132
12650,4,1,314.44,1.6094379124341003,5.753968489569372,5,1,1,511
12653,149,2,2209.85,5.0106352940962555,7.701132335950876,1,2,4,124
12654,11,5,601.98,2.4849066497880004,6.401884028681278,4,4,2,442
12656,18,5,4051.17,2.9444389791664403,8.30700781907883,4,4,5,445
12657,12,4,1643.18,2.5649493574615367,7.4049970586737315,4,4,4,444
12658,19,1,686.05,2.995732273553991,6.532407069777784,4,1,3,413
12660,12,1,245.1,2.5649493574615367,5.50573795739701,4,1,1,411
12662,1,11,3849.78,0.6931471805599453,8.256031004164345,5,5,5,555
12664,9,9,4881.88,2.302585092994046,8.49349048870337,4,5,5,455
12667,59,1,620.13,4.0943445622221,6.431540399799522,2,1,2,212
12668,12,4,3807.15,2.5649493574615367,8.244898785891763,4,4,5,445
12669,151,3,2744.0299999999997,5.0238805208462765,7.917547282845659,1,3,5,135
12670,11,5,2996.05,2.4849066497880004,8.005383750527514,4,4,5,445
12673,6,2,610.52,1.9459101490553132,6.415947661051908,5,2,2,522
12674,39,4,1970.6,3.6888794541139363,7.586600674831223,3,4,4,344
12676,25,6,1331.39,3.258096538021482,7.194729601037682,3,4,4,344
12679,59,4,1113.02,4.0943445622221,7.015730373647435,2,4,3,243
12680,1,4,862.81,0.6931471805599453,6.761352837213469,5,4,3,543
12684,8,7,2283.63,2.1972245773362196,7.733959364615189,5,4,4,544
12685,29,6,2863.08,3.4011973816621555,7.960002460651312,3,4,5,345
12688,114,1,4873.8099999999995,4.74493212836325,8.491836408313453,1,1,5,115
12689,26,2,1247.61,3.295836866004329,7.1297862115656185,3,2,3,323
12690,206,1,389.01,5.332718793265369,5.966172379820607,1,1,2,112
12691,29,6,1035.8,3.4011973816621555,6.94389432559801,3,4,3,343
12693,128,4,855.91,4.859812404361672,6.753332895580138,1,4,3,143
12694,71,2,869.67,4.276666119016055,6.769263030204804,2,2,3,223
12695,8,4,582.1,2.1972245773362196,6.368358698228111,5,4,2,542
12697,29,3,957.59,3.4011973816621555,6.865463454791294,3,3,3,333
12700,8,4,4939.99,2.1972245773362196,8.505320994961897,5,4,5,545
12701,80,2,797.71,4.394449154672439,6.682997926190526,2,2,3,223
12702,20,1,219.0,3.044522437723423,5.393627546352362,4,1,1,411
12703,72,1,283.55,4.290459441148391,5.650908985049133,2,1,1,211
12704,8,8,2340.84,2.1972245773362196,7.758692224146705,5,5,4,554
12707,292,1,603.42,5.680172609017068,6.404269320519532,1,1,2,112
12708,30,10,2712.91,3.4339872044851463,7.906145678459555,3,5,5,355
12710,97,3,1149.02,4.584967478670572,7.047534612510416,1,3,3,133
12712,29,13,4396.13,3.4011973816621555,8.388707334356674,3,5,5,355
12713,1,1,848.55,0.6931471805599453,6.744706797531768,5,1,3,513
12714,10,5,4708.86,2.3978952727983707,8.45741346257719,4,4,5,445
12715,107,1,343.36,4.68213122712422,5.841687621789754,1,1,1,111
12716,4,2,1053.49,1.6094379124341003,6.960812516706486,5,2,3,523
12717,152,2,1030.98,5.030437921392435,6.939234566008755,1,2,3,123
12718,72,1,238.25,4.290459441148391,5.477509030333064,2,1,1,211
12719,6,2,644.95,1.9459101490553132,6.47072210140631,5,2,2,522
12721,32,6,2656.13,3.4965075614664802,7.885001871924596,3,4,4,344
12722,86,4,997.63,4.465908118654584,6.906384339674138,2,4,3,243
12723,4,5,725.07,1.6094379124341003,6.587646428909591,5,4,3,543
12724,6,4,1031.41,1.9459101490553132,6.9396511539657,5,4,3,543
12726,29,7,2609.1,3.4011973816621555,7.867143813759015,3,4,4,344
12727,11,7,3980.7,2.4849066497880004,8.2894641427604,4,4,5,445
12728,72,4,836.33,4.290459441148391,6.7302182580203365,2,4,3,243
12729,114,1,453.01,4.74493212836325,6.118119224230488,1,1,2,112
12732,180,1,236.26000000000002,5.198497031265826,5.469156586232957,1,1,1,111
12733,235,1,383.95,5.4638318050256105,5.953113455724059,1,1,1,111
12739,79,2,1013.04,4.382026634673881,6.921697631104842,2,2,3,223
12740,64,1,427.6,4.174387269895637,6.060524083039477,2,1,2,212
12743,135,2,540.13,4.912654885736052,6.293659545728696,1,2,2,122
12747,3,11,4196.01,1.3862943611198906,8.342127645985029,5,5,5,555
12749,4,5,4090.88,1.6094379124341003,8.316759801128319,5,4,5,545
12750,129,1,275.88,4.867534450455582,5.623584199327089,1,1,1,111
12752,82,1,4366.78,4.418840607796598,8.38201014985595,2,1,5,215
12754,236,3,3010.74,5.4680601411351315,8.010273263812737,1,3,5,135
12755,281,2,3811.95,5.641907070938114,8.246158446737232,1,2,5,125
12756,87,1,112.07999999999998,4.477336814478207,4.72809553282539,2,1,1,211
12758,117,2,2791.59,4.770684624465665,7.934724759609325,1,2,5,125
12759,53,3,1531.44,3.9889840465642745,7.334616515331031,2,3,4,234
12762,8,2,1898.52,2.1972245773362196,7.549356501658852,5,2,4,524
12763,139,2,494.08,4.941642422609304,6.204719365671822,1,2,2,122
12769,239,1,1143.6,5.480638923341991,7.042810509975002,1,1,3,113
12770,211,1,1351.45,5.356586274672012,7.209673041460572,1,1,4,114
12772,60,1,892.47,4.110873864173311,6.795112758210396,2,1,3,213
12775,18,5,1386.04,2.9444389791664403,7.23492725912033,4,4,4,444
12778,20,6,822.23,3.044522437723423,6.713235627004493,4,4,3,443
12779,38,8,3981.36,3.6635616461296463,8.289629887368429,3,5,5,355
12781,64,2,826.74,4.174387269895637,6.718699095412067,2,2,3,223
12782,5,5,2330.92,1.791759469228055,7.754447241564618,5,4,4,544
12783,3,6,2225.91,1.3862943611198906,7.708370253328926,5,4,4,544
12784,10,2,532.8199999999999,2.3978952727983707,6.280058703484731,4,2,2,422
12787,10,3,463.66,2.3978952727983707,6.141305955347142,4,3,2,432
12790,193,1,324.92,5.267858159063328,5.786651952478496,1,1,1,111
12792,257,1,400.53999999999996,5.552959584921617,5.995307154825432,1,1,2,112
12794,54,2,860.41,4.007333185232471,6.758570581561217,2,2,3,223
12795,19,1,430.48,2.995732273553991,6.067221159507229,4,1,2,412
12802,187,1,427.58,5.236441962829949,6.060477418394936,1,1,2,112
12808,37,3,483.65000000000003,3.6375861597263857,6.183426980938617,3,3,2,332
12809,178,1,489.31,5.187385805840755,6.1950378441253156,1,1,2,112
12811,261,3,514.85,5.568344503761097,6.245816025546385,1,3,2,132
12812,45,1,229.64000000000001,3.828641396489095,5.440858053330147,3,1,1,311
12814,102,1,125.92,4.634728988229636,4.843556966714995,1,1,1,111
12815,148,2,1063.46,5.003946305945459,6.970222907300612,1,2,3,123
12816,96,2,572.2,4.574710978503383,6.351234695954017,1,2,2,122
12817,282,1,166.04,5.645446897643238,5.118233304694274,1,1,1,111
12818,262,1,1542.08,5.572154032177765,7.341535698070348,1,1,4,114
12820,4,4,942.34,1.6094379124341003,6.849426769082011,5,4,3,543
12822,71,2,948.88,4.276666119016055,6.856335660826602,2,2,3,223
12823,75,5,1759.5,4.330733340286331,7.473353138595107,2,4,4,244
12824,60,1,397.12,4.110873864173311,5.986753467377863,2,1,2,212
12826,3,7,1474.72,1.3862943611198906,7.296901285267718,5,4,4,544
12827,6,3,430.15000000000003,1.9459101490553132,6.066456057398334,5,3,2,532
12828,3,6,1018.71,1.3862943611198906,6.927273552128017,5,4,3,543
12831,263,1,215.05,5.575949103146316,5.3755098623779425,1,1,1,111
12832,33,2,383.03,3.5263605246161616,5.950720674536128,3,2,1,321
12833,146,1,417.38,4.990432586778736,6.0363901104609745,1,1,2,112
12834,283,1,312.38,5.648974238161206,5.7474165116762626,1,1,1,111
12836,60,4,2610.36,4.110873864173311,7.867626437402386,2,4,4,244
12837,174,1,134.1,5.1647859739235145,4.906015244966153,1,1,1,111
12838,34,2,671.95,3.5553480614894135,6.5116710326797245,3,2,2,322
12840,144,4,2726.77,4.976733742420574,7.911239704558553,1,4,5,145
12842,71,2,1118.99,4.276666119016055,7.0210750356778515,2,2,3,223
12843,66,8,1702.26,4.204692619390966,7.440299340765267,2,5,4,254
12844,30,2,325.96000000000004,3.4339872044851463,5.789837839256022,3,2,1,321
12845,268,4,354.09,5.594711379601839,5.8723712784711255,1,4,1,141
12847,23,1,843.64,3.1780538303479458,6.738910501075306,4,1,3,413
12849,32,2,1010.29,3.4965075614664802,6.918982022596603,3,2,3,323
12851,97,1,131.81,4.584967478670572,4.8889195354121595,1,1,1,111
12852,295,1,311.55,5.69035945432406,5.744764456377822,1,1,1,111
12853,135,6,1957.1000000000001,4.912654885736052,7.579729894309281,1,4,4,144
12854,79,3,1316.25,4.382026634673881,7.183301509089395,2,3,4,234
12856,8,6,2170.78,2.1972245773362196,7.683302386789297,5,4,4,544
12857,211,2,1106.4,5.356586274672012,7.009770204388867,1,2,3,123
12863,53,1,521.2,3.9889840465642745,6.258050656265029,2,1,2,212
12864,139,1,147.12,4.941642422609304,4.998022756045412,1,1,1,111
12865,27,2,1568.23,3.332204510175204,7.358340332174572,3,2,4,324
12866,284,1,559.12,5.652489180268651,6.3281510464875765,1,1,2,112
12867,27,7,4009.34,3.332204510175204,8.296631304736238,3,4,5,345
12868,186,6,1607.0600000000002,5.231108616854587,7.3827837624756185,1,4,4,144
12871,85,2,380.64,4.454347296253507,5.9444777558836455,2,2,1,221
12873,283,1,374.0,5.648974238161206,5.926926025970411,1,1,1,111
12875,144,2,343.2300000000001,4.976733742420574,5.841310038608051,1,2,1,121
12876,58,2,2218.02,4.07753744390572,7.704820935960926,2,2,4,224
12877,4,12,1535.77,1.6094379124341003,7.337438090181038,5,5,4,554
12878,237,2,854.99,5.472270673671475,6.752258693830513,1,2,3,123
12879,45,3,573.22,3.828641396489095,6.353012598149689,3,3,2,332
12881,276,1,298.0,5.6240175061873385,5.700443573390687,1,1,1,111
12882,10,2,1463.04,2.3978952727983707,7.288955016552379,4,2,4,424
12883,25,4,703.47,3.258096538021482,6.5574457470395595,3,4,3,343
12884,89,1,309.05,4.499809670330265,5.736733574795887,2,1,1,211
12885,64,3,1175.22,4.174387269895637,7.0700611857921905,2,3,3,233
12886,68,2,1378.4,4.23410650459726,7.229403900997191,2,2,4,224
12888,215,2,354.12,5.375278407684165,5.87245576052578,1,2,1,121
12890,25,1,376.71999999999997,3.258096538021482,5.934153180394868,3,1,1,311
12891,186,3,331.0,5.231108616854587,5.805134968916488,1,3,1,131
12893,31,1,176.55,3.4657359027997265,5.179252259389097,3,1,1,311
12895,43,2,372.8,3.784189633918261,5.923720895021463,3,2,1,321
12897,205,2,216.5,5.327876168789581,5.382198850528739,1,2,1,121
12902,265,1,138.68,5.583496308781699,4.939354092091292,1,1,1,111
12904,19,2,496.06,2.995732273553991,6.208710743156108,4,2,2,422
12906,12,5,2919.81,2.5649493574615367,7.979616254055095,4,4,5,445
12908,177,2,750.0,5.181783550292085,6.621405651764134,1,2,3,123
12909,40,5,2178.67,3.713572066704308,7.686928768177821,3,4,4,344
12910,24,8,3075.04,3.2188758248682006,8.031398334442155,3,5,5,355
12912,3,5,1662.3,1.3862943611198906,7.416558859796489,5,4,4,544
12913,5,5,2483.63,1.791759469228055,7.817879034084852,5,4,4,544
12915,149,2,363.65,5.0106352940962555,5.898937989430242,1,2,1,121
12916,139,4,2944.95,4.941642422609304,7.988186624712898,1,4,5,145
12917,129,1,594.0,4.867534450455582,6.38856140554563,1,1,2,112
12919,9,6,1335.19,2.302585092994046,7.197577559553778,4,4,4,444
12920,18,1,162.78,2.9444389791664403,5.098524063842042,4,1,1,411
12922,162,1,405.38,5.093750200806762,6.007288682454868,1,1,2,112
12923,65,1,172.82,4.189654742026425,5.158020281009314,2,1,1,211
12924,89,4,933.7,4.499809670330265,6.840225622188537,2,4,3,243
12925,5,2,694.05,1.791759469228055,6.5439837854231016,5,2,3,523
12928,36,5,2062.7000000000003,3.6109179126442243,7.632255767200078,3,4,4,344
12929,312,1,117.85,5.746203190540153,4.777862193806203,1,1,1,111
12930,79,2,415.8,4.382026634673881,6.032606490439157,2,2,2,222
12933,25,3,607.53,3.258096538021482,6.411046212773516,3,3,2,332
12935,3,7,2160.7,1.3862943611198906,7.678650228164007,5,4,4,544
12936,18,4,1063.9,2.9444389791664403,6.970636177021338,4,4,3,443
12937,16,4,1504.27,2.833213344056216,7.316727563085719,4,4,4,444
12938,26,1,114.14,3.295836866004329,4.7461487792476635,3,1,1,311
12940,55,2,899.69,4.02535169073515,6.803161136252212,2,2,3,223
12942,132,3,675.6,4.890349128221754,6.517080256346608,1,3,2,132
12944,36,2,604.51,3.6109179126442243,6.406071078133402,3,2,2,322
